id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
A10_B003570_S94,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003570_S94/A10_B003570_S94_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003570_S94/A10_B003570_S94_R2_001.fastq.gz,A10_B003570_S94,s3://olgabot-maca/lung_cancer/sourmash_v4/A10_B003570_S94.signature,True,true,true,"21,27,33,51",1000
A10_B003573_S178,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003573_S178/A10_B003573_S178_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003573_S178/A10_B003573_S178_R2_001.fastq.gz,A10_B003573_S178,s3://olgabot-maca/lung_cancer/sourmash_v4/A10_B003573_S178.signature,True,true,true,"21,27,33,51",1000
A10_B003586_S298,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003586_S298/A10_B003586_S298_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003586_S298/A10_B003586_S298_R2_001.fastq.gz,A10_B003586_S298,s3://olgabot-maca/lung_cancer/sourmash_v4/A10_B003586_S298.signature,True,true,true,"21,27,33,51",1000
A10_B003588_S46,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003588_S46/A10_B003588_S46_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A10_B003588_S46/A10_B003588_S46_R2_001.fastq.gz,A10_B003588_S46,s3://olgabot-maca/lung_cancer/sourmash_v4/A10_B003588_S46.signature,True,true,true,"21,27,33,51",1000
A11_B000419_S35,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B000419_S35/A11_B000419_S35_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B000419_S35/A11_B000419_S35_R2_001.fastq.gz,A11_B000419_S35,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B000419_S35.signature,True,true,true,"21,27,33,51",1000
A11_B000420_S83,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B000420_S83/A11_B000420_S83_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B000420_S83/A11_B000420_S83_R2_001.fastq.gz,A11_B000420_S83,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B000420_S83.signature,True,true,true,"21,27,33,51",1000
A11_B002073_S167,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002073_S167/A11_B002073_S167_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002073_S167/A11_B002073_S167_R2_001.fastq.gz,A11_B002073_S167,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B002073_S167.signature,True,true,true,"21,27,33,51",1000
A11_B002078_S203,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002078_S203/A11_B002078_S203_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002078_S203/A11_B002078_S203_R2_001.fastq.gz,A11_B002078_S203,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B002078_S203.signature,True,true,true,"21,27,33,51",1000
A11_B002095_S119,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002095_S119/A11_B002095_S119_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002095_S119/A11_B002095_S119_R2_001.fastq.gz,A11_B002095_S119,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B002095_S119.signature,True,true,true,"21,27,33,51",1000
A11_B002097_S251,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002097_S251/A11_B002097_S251_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B002097_S251/A11_B002097_S251_R2_001.fastq.gz,A11_B002097_S251,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B002097_S251.signature,True,true,true,"21,27,33,51",1000
A11_B003125_S263,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003125_S263/A11_B003125_S263_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003125_S263/A11_B003125_S263_R2_001.fastq.gz,A11_B003125_S263,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003125_S263.signature,True,true,true,"21,27,33,51",1000
A11_B003511_S215,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003511_S215/A11_B003511_S215_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003511_S215/A11_B003511_S215_R2_001.fastq.gz,A11_B003511_S215,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003511_S215.signature,True,true,true,"21,27,33,51",1000
A11_B003527_S131,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003527_S131/A11_B003527_S131_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003527_S131/A11_B003527_S131_R2_001.fastq.gz,A11_B003527_S131,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003527_S131.signature,True,true,true,"21,27,33,51",1000
A11_B003528_S11,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003528_S11/A11_B003528_S11_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003528_S11/A11_B003528_S11_R2_001.fastq.gz,A11_B003528_S11,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003528_S11.signature,True,true,true,"21,27,33,51",1000
A11_B003570_S95,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003570_S95/A11_B003570_S95_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003570_S95/A11_B003570_S95_R2_001.fastq.gz,A11_B003570_S95,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003570_S95.signature,True,true,true,"21,27,33,51",1000
A11_B003573_S179,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003573_S179/A11_B003573_S179_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003573_S179/A11_B003573_S179_R2_001.fastq.gz,A11_B003573_S179,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003573_S179.signature,True,true,true,"21,27,33,51",1000
A11_B003586_S299,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003586_S299/A11_B003586_S299_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003586_S299/A11_B003586_S299_R2_001.fastq.gz,A11_B003586_S299,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003586_S299.signature,True,true,true,"21,27,33,51",1000
A11_B003588_S47,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003588_S47/A11_B003588_S47_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A11_B003588_S47/A11_B003588_S47_R2_001.fastq.gz,A11_B003588_S47,s3://olgabot-maca/lung_cancer/sourmash_v4/A11_B003588_S47.signature,True,true,true,"21,27,33,51",1000
A12_B000419_S36,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B000419_S36/A12_B000419_S36_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B000419_S36/A12_B000419_S36_R2_001.fastq.gz,A12_B000419_S36,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B000419_S36.signature,True,true,true,"21,27,33,51",1000
A12_B000420_S84,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B000420_S84/A12_B000420_S84_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B000420_S84/A12_B000420_S84_R2_001.fastq.gz,A12_B000420_S84,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B000420_S84.signature,True,true,true,"21,27,33,51",1000
A12_B002073_S168,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002073_S168/A12_B002073_S168_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002073_S168/A12_B002073_S168_R2_001.fastq.gz,A12_B002073_S168,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B002073_S168.signature,True,true,true,"21,27,33,51",1000
A12_B002078_S204,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002078_S204/A12_B002078_S204_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002078_S204/A12_B002078_S204_R2_001.fastq.gz,A12_B002078_S204,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B002078_S204.signature,True,true,true,"21,27,33,51",1000
A12_B002095_S120,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002095_S120/A12_B002095_S120_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002095_S120/A12_B002095_S120_R2_001.fastq.gz,A12_B002095_S120,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B002095_S120.signature,True,true,true,"21,27,33,51",1000
A12_B002097_S252,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002097_S252/A12_B002097_S252_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B002097_S252/A12_B002097_S252_R2_001.fastq.gz,A12_B002097_S252,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B002097_S252.signature,True,true,true,"21,27,33,51",1000
A12_B003125_S264,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003125_S264/A12_B003125_S264_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003125_S264/A12_B003125_S264_R2_001.fastq.gz,A12_B003125_S264,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003125_S264.signature,True,true,true,"21,27,33,51",1000
A12_B003511_S216,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003511_S216/A12_B003511_S216_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003511_S216/A12_B003511_S216_R2_001.fastq.gz,A12_B003511_S216,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003511_S216.signature,True,true,true,"21,27,33,51",1000
A12_B003527_S132,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003527_S132/A12_B003527_S132_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003527_S132/A12_B003527_S132_R2_001.fastq.gz,A12_B003527_S132,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003527_S132.signature,True,true,true,"21,27,33,51",1000
A12_B003528_S12,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003528_S12/A12_B003528_S12_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003528_S12/A12_B003528_S12_R2_001.fastq.gz,A12_B003528_S12,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003528_S12.signature,True,true,true,"21,27,33,51",1000
A12_B003570_S96,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003570_S96/A12_B003570_S96_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003570_S96/A12_B003570_S96_R2_001.fastq.gz,A12_B003570_S96,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003570_S96.signature,True,true,true,"21,27,33,51",1000
A12_B003573_S180,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003573_S180/A12_B003573_S180_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003573_S180/A12_B003573_S180_R2_001.fastq.gz,A12_B003573_S180,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003573_S180.signature,True,true,true,"21,27,33,51",1000
A12_B003586_S300,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003586_S300/A12_B003586_S300_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003586_S300/A12_B003586_S300_R2_001.fastq.gz,A12_B003586_S300,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003586_S300.signature,True,true,true,"21,27,33,51",1000
A12_B003588_S48,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003588_S48/A12_B003588_S48_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A12_B003588_S48/A12_B003588_S48_R2_001.fastq.gz,A12_B003588_S48,s3://olgabot-maca/lung_cancer/sourmash_v4/A12_B003588_S48.signature,True,true,true,"21,27,33,51",1000
A13_B000419_S37,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B000419_S37/A13_B000419_S37_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B000419_S37/A13_B000419_S37_R2_001.fastq.gz,A13_B000419_S37,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B000419_S37.signature,True,true,true,"21,27,33,51",1000
A13_B000420_S85,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B000420_S85/A13_B000420_S85_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B000420_S85/A13_B000420_S85_R2_001.fastq.gz,A13_B000420_S85,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B000420_S85.signature,True,true,true,"21,27,33,51",1000
A13_B002073_S169,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002073_S169/A13_B002073_S169_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002073_S169/A13_B002073_S169_R2_001.fastq.gz,A13_B002073_S169,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B002073_S169.signature,True,true,true,"21,27,33,51",1000
A13_B002078_S205,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002078_S205/A13_B002078_S205_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002078_S205/A13_B002078_S205_R2_001.fastq.gz,A13_B002078_S205,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B002078_S205.signature,True,true,true,"21,27,33,51",1000
A13_B002095_S121,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002095_S121/A13_B002095_S121_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002095_S121/A13_B002095_S121_R2_001.fastq.gz,A13_B002095_S121,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B002095_S121.signature,True,true,true,"21,27,33,51",1000
A13_B002097_S253,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002097_S253/A13_B002097_S253_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B002097_S253/A13_B002097_S253_R2_001.fastq.gz,A13_B002097_S253,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B002097_S253.signature,True,true,true,"21,27,33,51",1000
A13_B003125_S265,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003125_S265/A13_B003125_S265_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003125_S265/A13_B003125_S265_R2_001.fastq.gz,A13_B003125_S265,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003125_S265.signature,True,true,true,"21,27,33,51",1000
A13_B003511_S217,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003511_S217/A13_B003511_S217_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003511_S217/A13_B003511_S217_R2_001.fastq.gz,A13_B003511_S217,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003511_S217.signature,True,true,true,"21,27,33,51",1000
A13_B003527_S133,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003527_S133/A13_B003527_S133_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003527_S133/A13_B003527_S133_R2_001.fastq.gz,A13_B003527_S133,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003527_S133.signature,True,true,true,"21,27,33,51",1000
A13_B003528_S13,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003528_S13/A13_B003528_S13_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003528_S13/A13_B003528_S13_R2_001.fastq.gz,A13_B003528_S13,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003528_S13.signature,True,true,true,"21,27,33,51",1000
A13_B003570_S97,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003570_S97/A13_B003570_S97_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003570_S97/A13_B003570_S97_R2_001.fastq.gz,A13_B003570_S97,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003570_S97.signature,True,true,true,"21,27,33,51",1000
A13_B003573_S181,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003573_S181/A13_B003573_S181_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003573_S181/A13_B003573_S181_R2_001.fastq.gz,A13_B003573_S181,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003573_S181.signature,True,true,true,"21,27,33,51",1000
A13_B003586_S1,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003586_S1/A13_B003586_S1_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003586_S1/A13_B003586_S1_R2_001.fastq.gz,A13_B003586_S1,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003586_S1.signature,True,true,true,"21,27,33,51",1000
A13_B003588_S49,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003588_S49/A13_B003588_S49_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A13_B003588_S49/A13_B003588_S49_R2_001.fastq.gz,A13_B003588_S49,s3://olgabot-maca/lung_cancer/sourmash_v4/A13_B003588_S49.signature,True,true,true,"21,27,33,51",1000
A14_B000419_S38,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B000419_S38/A14_B000419_S38_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B000419_S38/A14_B000419_S38_R2_001.fastq.gz,A14_B000419_S38,s3://olgabot-maca/lung_cancer/sourmash_v4/A14_B000419_S38.signature,True,true,true,"21,27,33,51",1000
A14_B000420_S86,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B000420_S86/A14_B000420_S86_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B000420_S86/A14_B000420_S86_R2_001.fastq.gz,A14_B000420_S86,s3://olgabot-maca/lung_cancer/sourmash_v4/A14_B000420_S86.signature,True,true,true,"21,27,33,51",1000
A14_B002073_S170,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B002073_S170/A14_B002073_S170_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B002073_S170/A14_B002073_S170_R2_001.fastq.gz,A14_B002073_S170,s3://olgabot-maca/lung_cancer/sourmash_v4/A14_B002073_S170.signature,True,true,true,"21,27,33,51",1000
A14_B002078_S206,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B002078_S206/A14_B002078_S206_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180516_A00111_0149_AH5CM2DSXX/rawdata/A14_B002078_S206/A14_B002078_S206_R2_001.fastq.gz,A14_B002078_S206,s3://olgabot-maca/lung_cancer/sourmash_v4/A14_B002078_S206.signature,True,true,true,"21,27,33,51",1000
